Fecha,Producto,Categoría,Vendedor,Región,Canal de Venta,Método de Pago,Cliente,Cantidad,Precio Unitario (USD),Descuento (%),Total (USD)
2024-11-23,Ratón ergonómico,Audio,Sofía Díaz,Sur,Online,Transferencia bancaria,Cliente_00328,3,339.69,13.72,879.25
2024-12-09,Auriculares BT,Electrónica,Ana Rodríguez,Oeste,Marketplace,Transferencia bancaria,Cliente_00193,2,1336.3,18.36,2181.91
2024-12-04,Smartphone X1,Audio,Carlos Gómez,Este,Online,Transferencia bancaria,Cliente_00993,10,488.19,3.18,4726.66
2024-02-03,"Monitor 24""",Video,Carlos Gómez,Este,Online,Tarjeta de crédito,Cliente_00994,8,534.87,4.31,4094.54
2024-11-06,Smartwatch S3,Wearables,Miguel Sánchez,Sur,Marketplace,PayPal,Cliente_00784,8,899.96,15.82,6060.69
2024-06-19,Impresora láser,Electrónica,Andrés Ruiz,Centro,Tienda física,Tarjeta de débito,Cliente_00049,1,1228.33,9.81,1107.83
2024-02-16,"Monitor 24""",Audio,Sofía Díaz,Oeste,Marketplace,Transferencia bancaria,Cliente_00163,9,150.08,16.93,1122.04
2024-10-14,Smartphone X1,Video,Carlos Gómez,Sur,Marketplace,Transferencia bancaria,Cliente_00990,5,883.33,14.62,3770.94
2024-04-19,Teclado mecánico,Wearables,Carlos Gómez,Norte,Tienda física,Tarjeta de crédito,Cliente_00223,6,809.73,13.12,4220.96
2024-07-27,Impresora láser,Electrónica,Laura Pérez,Centro,Tienda física,Transferencia bancaria,Cliente_00554,10,202.11,3.44,1951.57
2024-02-20,Teclado mecánico,Video,Camila López,Oeste,Tienda física,PayPal,Cliente_00784,6,1441.36,18.74,7027.49
2024-06-11,Auriculares BT,Accesorios,Luis Martínez,Este,Marketplace,Tarjeta de débito,Cliente_00819,3,1325.19,10.9,3542.23
2024-11-09,Tablet T8,Electrónica,Camila López,Oeste,Marketplace,Tarjeta de crédito,Cliente_00819,6,503.51,10.07,2716.84
2024-09-21,Laptop Pro 15,Wearables,Miguel Sánchez,Centro,Marketplace,PayPal,Cliente_00635,6,1057.36,11.83,5593.65
2024-10-02,Ratón ergonómico,Electrónica,Sofía Díaz,Centro,Tienda física,Tarjeta de crédito,Cliente_00819,10,57.96,4.66,552.59
2024-01-05,Teclado mecánico,Video,Andrés Ruiz,Este,Tienda física,Transferencia bancaria,Cliente_00308,4,936.84,12.9,3263.95
2024-10-09,"Monitor 24""",Video,Camila López,Norte,Tienda física,Tarjeta de débito,Cliente_00797,8,1407.21,15.96,9460.95
2024-01-19,Smartphone X1,Wearables,Laura Pérez,Sur,Tienda física,Transferencia bancaria,Cliente_00715,10,1353.73,15.86,11390.28
2024-01-07,Ratón ergonómico,Accesorios,Miguel Sánchez,Centro,Marketplace,Transferencia bancaria,Cliente_00827,10,1013.46,4.02,9727.19
2024-11-16,"Monitor 24""",Video,Camila López,Centro,Online,Transferencia bancaria,Cliente_00011,5,777.54,5.07,3690.59
2024-12-23,Smartwatch S3,Accesorios,Jorge Herrera,Sur,Tienda física,Tarjeta de crédito,Cliente_00076,2,1384.68,1.73,2721.45
2024-06-13,Smartwatch S3,Video,Sofía Díaz,Oeste,Marketplace,PayPal,Cliente_00101,6,1466.65,5.34,8329.99
2024-12-15,Ratón ergonómico,Electrónica,Miguel Sánchez,Este,Tienda física,Tarjeta de débito,Cliente_00613,2,1107.26,19.74,1777.37
2024-07-18,Ratón ergonómico,Video,Luis Martínez,Oeste,Marketplace,PayPal,Cliente_00207,2,877.44,13.72,1514.11
2024-10-05,Tablet T8,Wearables,Carlos Gómez,Este,Online,Tarjeta de crédito,Cliente_00833,8,585.99,11.02,4171.31
2024-07-10,Auriculares BT,Wearables,Laura Pérez,Oeste,Online,Tarjeta de débito,Cliente_00073,6,908.49,2.09,5337.02
2024-06-08,Tablet T8,Electrónica,Carlos Gómez,Este,Marketplace,Tarjeta de crédito,Cliente_00736,4,381.2,12.19,1338.93
2024-09-24,Auriculares BT,Audio,Carlos Gómez,Este,Marketplace,PayPal,Cliente_00552,9,930.78,17.62,6900.99
2024-07-19,Auriculares BT,Electrónica,Luis Martínez,Sur,Marketplace,Tarjeta de débito,Cliente_00174,9,741.75,6.6,6235.15
2024-03-21,Tablet T8,Audio,Andrés Ruiz,Este,Marketplace,Transferencia bancaria,Cliente_00105,7,403.32,13.8,2433.63
2024-06-24,Impresora láser,Electrónica,Luis Martínez,Centro,Tienda física,Transferencia bancaria,Cliente_00953,10,1221.05,16.03,10253.16
2024-09-04,Laptop Pro 15,Electrónica,Carlos Gómez,Sur,Online,Tarjeta de crédito,Cliente_00220,10,549.02,1.21,5423.77
2024-07-26,Auriculares BT,Computación,Camila López,Sur,Marketplace,PayPal,Cliente_00381,8,324.16,19.42,2089.67
2024-02-20,"Monitor 24""",Wearables,Laura Pérez,Centro,Marketplace,Transferencia bancaria,Cliente_00805,5,374.59,2.54,1825.38
2024-10-08,Cámara DSLR,Accesorios,María Fernández,Sur,Marketplace,Tarjeta de crédito,Cliente_00407,5,37.91,16.73,157.84
2024-04-20,Ratón ergonómico,Accesorios,Sofía Díaz,Oeste,Online,PayPal,Cliente_00727,5,219.02,11.23,972.12
2024-07-08,Smartwatch S3,Wearables,Andrés Ruiz,Centro,Tienda física,Transferencia bancaria,Cliente_00607,2,401.63,9.27,728.8
2024-09-30,Ratón ergonómico,Video,Luis Martínez,Centro,Online,Transferencia bancaria,Cliente_00903,9,912.92,10.45,7357.68
2024-06-22,Ratón ergonómico,Electrónica,Carlos Gómez,Este,Tienda física,Tarjeta de crédito,Cliente_00611,6,151.06,15.07,769.77
2024-12-30,Ratón ergonómico,Video,Camila López,Oeste,Online,Transferencia bancaria,Cliente_00750,7,173.05,12.56,1059.2
2024-10-24,Smartwatch S3,Computación,Andrés Ruiz,Norte,Online,Tarjeta de débito,Cliente_00131,5,1425.74,1.73,7005.37
2024-02-11,Auriculares BT,Computación,Luis Martínez,Este,Online,Transferencia bancaria,Cliente_00771,9,671.1,12.77,5268.6
2024-11-30,Impresora láser,Accesorios,Camila López,Centro,Tienda física,Tarjeta de débito,Cliente_00016,6,1309.12,12.07,6906.66
2024-01-23,Teclado mecánico,Accesorios,María Fernández,Centro,Tienda física,Transferencia bancaria,Cliente_00500,2,266.06,5.85,500.99
2024-12-06,Teclado mecánico,Video,Luis Martínez,Oeste,Tienda física,PayPal,Cliente_00402,7,1214.96,13.43,7362.54
2024-07-16,Laptop Pro 15,Electrónica,Laura Pérez,Este,Online,Transferencia bancaria,Cliente_00548,8,52.15,5.42,394.59
2024-08-25,Auriculares BT,Wearables,María Fernández,Norte,Marketplace,PayPal,Cliente_00440,7,652.49,10.76,4075.97
2024-05-27,Auriculares BT,Electrónica,Sofía Díaz,Centro,Online,Tarjeta de débito,Cliente_00240,1,174.02,8.77,158.76
2024-06-06,Auriculares BT,Video,Ana Rodríguez,Oeste,Marketplace,PayPal,Cliente_00774,9,878.13,13.48,6837.82
2024-12-17,Teclado mecánico,Electrónica,Carlos Gómez,Oeste,Online,Tarjeta de débito,Cliente_00947,1,102.8,10.06,92.46
2024-01-22,Laptop Pro 15,Audio,Camila López,Este,Tienda física,Tarjeta de crédito,Cliente_00054,3,850.18,15.91,2144.75
2024-12-06,Impresora láser,Audio,Ana Rodríguez,Centro,Tienda física,PayPal,Cliente_00345,1,1240.02,15.35,1049.68
2024-10-15,Cámara DSLR,Computación,Ana Rodríguez,Centro,Online,Tarjeta de débito,Cliente_00996,8,563.67,18.63,3669.27
2024-11-16,Cámara DSLR,Audio,María Fernández,Sur,Online,Tarjeta de débito,Cliente_00091,2,211.08,6.67,394.0
2024-05-30,"Monitor 24""",Computación,Ana Rodríguez,Oeste,Tienda física,Tarjeta de débito,Cliente_00249,3,606.34,5.03,1727.52
2024-05-03,Smartphone X1,Video,Miguel Sánchez,Centro,Tienda física,Transferencia bancaria,Cliente_00638,5,245.37,17.38,1013.62
2024-05-06,Impresora láser,Wearables,Ana Rodríguez,Centro,Online,Transferencia bancaria,Cliente_00846,5,1276.95,9.5,5778.2
2024-06-13,"Monitor 24""",Computación,Luis Martínez,Este,Online,Tarjeta de crédito,Cliente_00095,8,377.07,17.93,2475.69
2024-03-21,"Monitor 24""",Computación,Miguel Sánchez,Norte,Online,Tarjeta de crédito,Cliente_00074,8,1258.05,18.54,8198.46
2024-08-09,Cámara DSLR,Video,Camila López,Oeste,Marketplace,Tarjeta de crédito,Cliente_00272,8,401.98,14.19,2759.51
2024-01-30,Impresora láser,Wearables,Ana Rodríguez,Centro,Marketplace,Tarjeta de crédito,Cliente_00227,4,256.13,12.58,895.64
2024-10-17,Laptop Pro 15,Video,María Fernández,Norte,Marketplace,Tarjeta de crédito,Cliente_00483,10,1144.12,3.88,10997.28
2024-06-19,Cámara DSLR,Audio,Luis Martínez,Sur,Online,PayPal,Cliente_00978,10,326.93,14.56,2793.29
2024-03-10,Laptop Pro 15,Computación,María Fernández,Sur,Tienda física,Transferencia bancaria,Cliente_00736,7,379.34,1.66,2611.3
2024-02-20,Tablet T8,Computación,María Fernández,Norte,Tienda física,PayPal,Cliente_00536,7,723.22,11.8,4465.16
2024-11-27,"Monitor 24""",Wearables,Carlos Gómez,Oeste,Online,Tarjeta de débito,Cliente_00098,6,68.35,15.02,348.5
2024-10-06,Auriculares BT,Wearables,Ana Rodríguez,Norte,Tienda física,PayPal,Cliente_00870,3,1064.02,15.14,2708.78
2024-06-27,Smartwatch S3,Computación,Luis Martínez,Centro,Tienda física,Transferencia bancaria,Cliente_00476,3,60.01,13.76,155.26
2024-02-20,Auriculares BT,Electrónica,Sofía Díaz,Este,Marketplace,Tarjeta de débito,Cliente_00328,7,1376.45,11.53,8524.22
2024-02-10,Teclado mecánico,Electrónica,Jorge Herrera,Norte,Marketplace,Tarjeta de crédito,Cliente_00390,5,1452.98,1.47,7158.11
2024-07-18,Teclado mecánico,Video,Miguel Sánchez,Este,Online,Tarjeta de crédito,Cliente_00261,1,1193.46,18.4,973.86
2024-08-17,Smartwatch S3,Video,Carlos Gómez,Oeste,Tienda física,PayPal,Cliente_00853,3,398.26,18.92,968.73
2024-03-02,Cámara DSLR,Electrónica,Laura Pérez,Norte,Tienda física,Tarjeta de crédito,Cliente_00617,4,843.72,19.13,2729.27
2024-01-25,Ratón ergonómico,Electrónica,Carlos Gómez,Este,Marketplace,Transferencia bancaria,Cliente_00548,9,1080.76,3.06,9429.2
2024-09-29,Laptop Pro 15,Electrónica,Laura Pérez,Oeste,Tienda física,PayPal,Cliente_00144,3,155.14,5.07,441.82
2024-02-01,Auriculares BT,Audio,Ana Rodríguez,Oeste,Online,PayPal,Cliente_00368,2,575.78,14.94,979.52
2024-04-09,Ratón ergonómico,Wearables,Jorge Herrera,Sur,Online,Transferencia bancaria,Cliente_00290,5,1361.33,13.84,5864.61
2024-01-09,Ratón ergonómico,Computación,Sofía Díaz,Sur,Online,Tarjeta de crédito,Cliente_00688,2,555.11,10.68,991.65
2024-04-13,Smartwatch S3,Video,Jorge Herrera,Centro,Tienda física,Tarjeta de débito,Cliente_00468,10,643.92,2.56,6274.36
2024-10-03,Smartwatch S3,Audio,Ana Rodríguez,Norte,Marketplace,Transferencia bancaria,Cliente_00817,3,789.86,9.7,2139.73
2024-11-22,Laptop Pro 15,Electrónica,María Fernández,Norte,Tienda física,Tarjeta de crédito,Cliente_00328,7,1334.31,9.29,8472.47
2024-04-10,Smartphone X1,Computación,Miguel Sánchez,Sur,Online,Transferencia bancaria,Cliente_00502,3,1461.3,19.66,3522.03
2024-06-12,Impresora láser,Wearables,Carlos Gómez,Oeste,Tienda física,Transferencia bancaria,Cliente_00748,2,1348.25,7.08,2505.59
2024-11-25,Cámara DSLR,Computación,Miguel Sánchez,Norte,Marketplace,Tarjeta de crédito,Cliente_00466,6,658.13,13.98,3396.74
2024-12-19,Cámara DSLR,Accesorios,Ana Rodríguez,Oeste,Marketplace,Tarjeta de débito,Cliente_00386,9,983.89,12.88,7714.48
2024-10-02,Ratón ergonómico,Accesorios,Luis Martínez,Centro,Marketplace,PayPal,Cliente_00660,2,346.48,13.64,598.44
2024-06-14,Cámara DSLR,Computación,Carlos Gómez,Norte,Online,Tarjeta de débito,Cliente_00640,2,306.79,15.59,517.92
2024-08-14,Laptop Pro 15,Video,Miguel Sánchez,Oeste,Marketplace,PayPal,Cliente_00957,4,151.73,7.08,563.95
2024-04-11,Laptop Pro 15,Computación,Jorge Herrera,Centro,Tienda física,Transferencia bancaria,Cliente_00914,8,828.74,5.12,6290.47
2024-05-11,Tablet T8,Computación,Laura Pérez,Este,Marketplace,Tarjeta de débito,Cliente_00032,9,529.06,6.17,4467.75
2024-07-26,Auriculares BT,Accesorios,Sofía Díaz,Norte,Online,Transferencia bancaria,Cliente_00078,1,965.52,17.61,795.49
2024-03-02,Smartphone X1,Audio,Ana Rodríguez,Este,Online,Tarjeta de crédito,Cliente_00033,1,261.22,13.69,225.46
2024-02-21,Smartwatch S3,Video,María Fernández,Norte,Marketplace,Transferencia bancaria,Cliente_00291,6,991.27,4.6,5674.03
2024-12-01,Auriculares BT,Video,Luis Martínez,Centro,Marketplace,PayPal,Cliente_00908,1,1118.35,17.58,921.74
2024-03-30,Teclado mecánico,Video,María Fernández,Centro,Marketplace,PayPal,Cliente_00718,3,719.66,15.16,1831.68
2024-05-23,Auriculares BT,Accesorios,Camila López,Oeste,Marketplace,Tarjeta de crédito,Cliente_00117,6,75.75,3.73,437.55
2024-05-13,Auriculares BT,Computación,Carlos Gómez,Este,Tienda física,Transferencia bancaria,Cliente_00021,8,196.09,10.55,1403.22
2024-06-20,Laptop Pro 15,Wearables,Jorge Herrera,Centro,Online,Tarjeta de crédito,Cliente_00216,7,658.91,11.39,4087.02
2024-12-14,Impresora láser,Audio,Laura Pérez,Oeste,Online,PayPal,Cliente_00433,1,570.33,13.07,495.79
2024-02-23,Laptop Pro 15,Video,María Fernández,Norte,Tienda física,Transferencia bancaria,Cliente_00042,3,524.32,11.55,1391.28
2024-05-08,Smartphone X1,Accesorios,Carlos Gómez,Este,Tienda física,Transferencia bancaria,Cliente_00581,7,1378.91,4.02,9264.34
2024-10-29,"Monitor 24""",Video,Carlos Gómez,Este,Online,Transferencia bancaria,Cliente_00299,5,104.19,7.9,479.79
2024-04-08,Teclado mecánico,Accesorios,Jorge Herrera,Sur,Tienda física,Tarjeta de crédito,Cliente_00213,3,368.64,14.73,943.02
2024-04-14,Ratón ergonómico,Video,Laura Pérez,Oeste,Marketplace,Transferencia bancaria,Cliente_00443,5,778.64,13.54,3366.06
2024-05-13,Smartwatch S3,Electrónica,Sofía Díaz,Sur,Online,Tarjeta de débito,Cliente_00584,10,999.18,1.09,9882.89
2024-07-10,Teclado mecánico,Audio,Andrés Ruiz,Norte,Marketplace,Transferencia bancaria,Cliente_00848,5,61.19,5.88,287.96
2024-07-10,Ratón ergonómico,Computación,Andrés Ruiz,Este,Tienda física,PayPal,Cliente_00423,5,533.74,3.71,2569.69
2024-10-16,Auriculares BT,Wearables,Ana Rodríguez,Sur,Marketplace,Tarjeta de débito,Cliente_00588,4,413.8,19.57,1331.28
2024-05-14,Smartwatch S3,Computación,Andrés Ruiz,Oeste,Tienda física,Transferencia bancaria,Cliente_00184,5,1391.11,7.1,6461.71
2024-05-07,Auriculares BT,Audio,Sofía Díaz,Norte,Marketplace,PayPal,Cliente_00614,8,530.72,18.24,3471.33
2024-12-12,"Monitor 24""",Audio,Carlos Gómez,Norte,Online,Transferencia bancaria,Cliente_00805,7,194.96,18.07,1118.12
2024-07-08,Tablet T8,Accesorios,Carlos Gómez,Centro,Online,PayPal,Cliente_00679,1,1239.75,0.09,1238.63
2024-01-23,Tablet T8,Accesorios,Jorge Herrera,Este,Tienda física,PayPal,Cliente_00572,6,670.37,7.8,3708.49
2024-06-27,Impresora láser,Computación,Sofía Díaz,Norte,Tienda física,Tarjeta de crédito,Cliente_00262,7,809.46,18.53,4616.27
2024-09-05,Smartphone X1,Wearables,Luis Martínez,Este,Marketplace,Tarjeta de crédito,Cliente_00546,8,1092.87,13.77,7539.05
2024-06-04,Smartphone X1,Audio,Camila López,Centro,Marketplace,PayPal,Cliente_00212,5,354.52,15.84,1491.82
2024-12-23,Smartphone X1,Accesorios,Andrés Ruiz,Norte,Marketplace,Tarjeta de crédito,Cliente_00120,1,1427.1,15.3,1208.75
2024-02-13,Teclado mecánico,Audio,Jorge Herrera,Centro,Online,PayPal,Cliente_00132,3,944.66,9.86,2554.55
2024-05-18,Smartphone X1,Wearables,Sofía Díaz,Este,Marketplace,PayPal,Cliente_00229,4,1160.34,1.19,4586.13
2024-03-30,Teclado mecánico,Video,Camila López,Oeste,Marketplace,Tarjeta de crédito,Cliente_00405,7,607.71,12.15,3737.11
2024-11-10,Auriculares BT,Accesorios,Miguel Sánchez,Norte,Marketplace,Transferencia bancaria,Cliente_00552,2,118.21,18.55,192.56
2024-12-06,Smartphone X1,Wearables,Andrés Ruiz,Norte,Online,Tarjeta de crédito,Cliente_00511,3,186.64,19.62,450.06
2024-03-26,"Monitor 24""",Computación,Luis Martínez,Este,Tienda física,Tarjeta de débito,Cliente_00839,7,1333.99,0.95,9249.22
2024-11-17,Laptop Pro 15,Electrónica,Luis Martínez,Oeste,Marketplace,Tarjeta de crédito,Cliente_00488,2,791.01,15.37,1338.86
2024-06-06,Teclado mecánico,Accesorios,Miguel Sánchez,Oeste,Marketplace,Tarjeta de crédito,Cliente_00992,10,45.49,3.55,438.75
2024-09-25,Tablet T8,Computación,Camila López,Sur,Marketplace,PayPal,Cliente_00081,9,538.18,0.19,4834.42
2024-02-11,Teclado mecánico,Wearables,Andrés Ruiz,Centro,Tienda física,PayPal,Cliente_00168,5,560.87,5.9,2638.89
2024-08-10,"Monitor 24""",Audio,Jorge Herrera,Norte,Tienda física,Transferencia bancaria,Cliente_00524,8,1315.08,9.63,9507.5
2024-06-26,"Monitor 24""",Electrónica,Miguel Sánchez,Norte,Marketplace,Tarjeta de débito,Cliente_00183,1,159.71,5.6,150.77
2024-04-02,Auriculares BT,Computación,Andrés Ruiz,Este,Tienda física,Transferencia bancaria,Cliente_00848,9,1257.93,14.88,9636.75
2024-12-03,Ratón ergonómico,Wearables,Andrés Ruiz,Este,Tienda física,Tarjeta de débito,Cliente_00494,8,1264.39,12.28,8872.98
2024-11-15,Impresora láser,Audio,Jorge Herrera,Centro,Online,Transferencia bancaria,Cliente_00196,3,1069.16,19.83,2571.44
2024-11-25,Laptop Pro 15,Accesorios,Jorge Herrera,Sur,Tienda física,Tarjeta de crédito,Cliente_00988,7,821.75,18.96,4661.62
2024-09-05,Impresora láser,Video,Laura Pérez,Oeste,Marketplace,PayPal,Cliente_00666,2,701.43,0.76,1392.2
2024-03-26,Auriculares BT,Audio,Jorge Herrera,Sur,Online,Tarjeta de débito,Cliente_00643,8,1441.82,9.33,10458.39
2024-02-08,Smartwatch S3,Computación,Camila López,Centro,Marketplace,Transferencia bancaria,Cliente_00011,1,329.35,1.54,324.28
2024-08-04,Smartwatch S3,Video,Andrés Ruiz,Centro,Marketplace,Tarjeta de crédito,Cliente_00993,2,762.26,17.18,1262.61
2024-10-19,Cámara DSLR,Wearables,María Fernández,Norte,Marketplace,Tarjeta de crédito,Cliente_00840,10,676.73,18.86,5490.99
2024-08-03,Laptop Pro 15,Accesorios,Carlos Gómez,Norte,Online,Tarjeta de crédito,Cliente_00993,10,1426.68,16.05,11976.98
2024-06-10,Ratón ergonómico,Electrónica,Jorge Herrera,Norte,Marketplace,PayPal,Cliente_00750,7,651.39,10.2,4094.64
2024-11-29,Teclado mecánico,Audio,Laura Pérez,Este,Tienda física,PayPal,Cliente_00881,2,1394.69,15.87,2346.71
2024-11-25,Tablet T8,Computación,María Fernández,Sur,Marketplace,Tarjeta de crédito,Cliente_00837,1,1138.51,3.81,1095.13
2024-04-12,Smartphone X1,Wearables,Luis Martínez,Oeste,Marketplace,PayPal,Cliente_00399,10,671.23,11.8,5920.25
2024-03-31,Laptop Pro 15,Electrónica,Jorge Herrera,Norte,Tienda física,Transferencia bancaria,Cliente_00385,5,1257.14,9.07,5715.59
2024-10-18,Smartwatch S3,Audio,Luis Martínez,Norte,Marketplace,Transferencia bancaria,Cliente_00640,10,633.78,10.97,5642.54
2024-12-19,Ratón ergonómico,Accesorios,Miguel Sánchez,Centro,Tienda física,Tarjeta de crédito,Cliente_00199,2,318.38,17.48,525.45
2024-06-09,Tablet T8,Accesorios,Laura Pérez,Norte,Marketplace,Tarjeta de débito,Cliente_00084,6,571.46,13.85,2953.88
2024-03-21,Ratón ergonómico,Wearables,María Fernández,Este,Tienda física,PayPal,Cliente_00127,7,96.37,3.68,649.77
2024-03-17,Cámara DSLR,Electrónica,Ana Rodríguez,Oeste,Marketplace,Transferencia bancaria,Cliente_00065,6,1237.46,12.34,6508.54
2024-02-12,Tablet T8,Wearables,Ana Rodríguez,Norte,Marketplace,Transferencia bancaria,Cliente_00215,7,893.9,9.86,5640.33
2024-01-31,Auriculares BT,Wearables,Camila López,Este,Marketplace,PayPal,Cliente_00807,5,57.77,0.26,288.1
2024-06-16,Teclado mecánico,Video,Laura Pérez,Oeste,Marketplace,Transferencia bancaria,Cliente_00642,8,1291.29,6.46,9662.98
2024-09-04,Impresora láser,Video,María Fernández,Centro,Marketplace,Transferencia bancaria,Cliente_00561,8,70.56,7.9,519.89
2024-03-04,Laptop Pro 15,Computación,Ana Rodríguez,Norte,Online,Transferencia bancaria,Cliente_00044,10,45.53,8.87,414.91
2024-11-12,Auriculares BT,Audio,Jorge Herrera,Norte,Online,Tarjeta de débito,Cliente_00410,7,1399.49,12.91,8531.71
2024-12-07,Smartwatch S3,Video,Sofía Díaz,Centro,Tienda física,Tarjeta de débito,Cliente_00113,9,248.17,3.08,2164.74
2024-06-02,Smartphone X1,Video,Luis Martínez,Sur,Marketplace,Transferencia bancaria,Cliente_00278,8,357.94,13.69,2471.5
2024-01-21,Impresora láser,Accesorios,María Fernández,Centro,Online,PayPal,Cliente_00964,10,822.42,0.79,8159.23
2024-12-03,Teclado mecánico,Electrónica,Andrés Ruiz,Norte,Marketplace,Tarjeta de débito,Cliente_00158,9,1121.47,4.56,9632.98
2024-04-01,Smartphone X1,Electrónica,Carlos Gómez,Norte,Marketplace,Tarjeta de crédito,Cliente_00295,4,1389.56,2.69,5408.72
2024-03-07,Impresora láser,Electrónica,Camila López,Sur,Tienda física,Tarjeta de débito,Cliente_00595,1,1281.87,1.21,1266.36
2024-01-21,Teclado mecánico,Accesorios,María Fernández,Sur,Marketplace,Tarjeta de crédito,Cliente_00687,9,1427.53,11.58,11360.0
2024-02-01,Cámara DSLR,Accesorios,Ana Rodríguez,Este,Tienda física,PayPal,Cliente_00930,4,1384.6,5.68,5223.82
2024-10-13,Auriculares BT,Computación,Ana Rodríguez,Oeste,Marketplace,PayPal,Cliente_00109,4,743.77,3.13,2881.96
2024-08-09,Tablet T8,Accesorios,Jorge Herrera,Oeste,Marketplace,Transferencia bancaria,Cliente_00302,2,839.79,4.65,1601.48
2024-02-09,Impresora láser,Electrónica,Jorge Herrera,Norte,Tienda física,PayPal,Cliente_00641,1,1437.04,14.55,1227.95
2024-12-13,Smartwatch S3,Wearables,Ana Rodríguez,Oeste,Tienda física,Tarjeta de crédito,Cliente_00678,1,570.51,11.47,505.07
2024-10-28,Cámara DSLR,Computación,Miguel Sánchez,Oeste,Online,Transferencia bancaria,Cliente_00974,5,1471.35,9.44,6662.27
2024-04-03,Ratón ergonómico,Video,Ana Rodríguez,Este,Tienda física,Tarjeta de débito,Cliente_00028,7,262.54,2.7,1788.16
2024-03-11,Ratón ergonómico,Computación,Miguel Sánchez,Centro,Marketplace,Tarjeta de débito,Cliente_00514,7,741.38,8.94,4725.7
2024-01-06,Auriculares BT,Computación,Camila López,Sur,Online,Transferencia bancaria,Cliente_00083,10,536.36,4.01,5148.52
2024-10-29,Cámara DSLR,Electrónica,Camila López,Este,Tienda física,Tarjeta de débito,Cliente_00396,3,1182.99,14.83,3022.66
2024-04-01,Laptop Pro 15,Audio,Andrés Ruiz,Este,Marketplace,Tarjeta de crédito,Cliente_00608,7,740.65,18.31,4235.26
2024-10-08,"Monitor 24""",Audio,Jorge Herrera,Sur,Tienda física,Transferencia bancaria,Cliente_00201,10,1394.55,10.1,12537.0
2024-08-09,Impresora láser,Wearables,María Fernández,Este,Marketplace,Transferencia bancaria,Cliente_00610,5,552.73,15.11,2346.06
2024-02-02,Ratón ergonómico,Video,María Fernández,Norte,Marketplace,PayPal,Cliente_00865,3,1476.21,15.89,3724.92
2024-11-20,Smartphone X1,Accesorios,Carlos Gómez,Centro,Online,Tarjeta de crédito,Cliente_00731,4,1021.92,18.69,3323.69
2024-01-26,Impresora láser,Accesorios,Sofía Díaz,Norte,Tienda física,Transferencia bancaria,Cliente_00276,1,858.02,1.51,845.06
2024-06-25,"Monitor 24""",Accesorios,Luis Martínez,Centro,Marketplace,Tarjeta de débito,Cliente_00212,3,382.27,4.58,1094.29
2024-06-14,Auriculares BT,Accesorios,Carlos Gómez,Norte,Marketplace,PayPal,Cliente_00740,3,584.29,10.62,1566.72
2024-11-26,Impresora láser,Accesorios,Camila López,Sur,Online,Transferencia bancaria,Cliente_00379,1,818.28,0.52,814.02
2024-01-14,Cámara DSLR,Electrónica,Miguel Sánchez,Oeste,Online,PayPal,Cliente_00434,9,1131.53,4.95,9679.67
2024-04-13,Teclado mecánico,Audio,Andrés Ruiz,Centro,Marketplace,Transferencia bancaria,Cliente_00017,5,1154.63,11.12,5131.18
2024-09-16,Laptop Pro 15,Electrónica,Sofía Díaz,Norte,Marketplace,Transferencia bancaria,Cliente_00213,1,154.01,13.76,132.82
2024-10-22,Impresora láser,Accesorios,Camila López,Norte,Marketplace,PayPal,Cliente_00667,9,931.96,5.32,7941.42
2024-12-18,Ratón ergonómico,Video,Miguel Sánchez,Oeste,Marketplace,Tarjeta de crédito,Cliente_00813,10,713.55,11.5,6314.92
2024-12-07,Smartwatch S3,Electrónica,Ana Rodríguez,Sur,Tienda física,Tarjeta de crédito,Cliente_00857,1,112.87,0.72,112.06
2024-02-29,"Monitor 24""",Accesorios,Carlos Gómez,Oeste,Tienda física,Tarjeta de crédito,Cliente_00241,10,1224.41,17.93,10048.73
2024-09-07,Auriculares BT,Accesorios,Andrés Ruiz,Centro,Tienda física,Transferencia bancaria,Cliente_00702,10,286.07,3.56,2758.86
2024-12-31,Teclado mecánico,Computación,Jorge Herrera,Centro,Marketplace,Transferencia bancaria,Cliente_00051,5,211.67,10.76,944.47
2024-09-23,Teclado mecánico,Wearables,Sofía Díaz,Centro,Online,PayPal,Cliente_00562,3,83.25,14.49,213.56
2024-09-29,"Monitor 24""",Audio,Laura Pérez,Oeste,Tienda física,Transferencia bancaria,Cliente_00931,8,20.57,1.47,162.14
2024-05-23,Ratón ergonómico,Computación,Camila López,Centro,Tienda física,Tarjeta de débito,Cliente_00718,2,166.26,12.34,291.49
2024-10-09,Tablet T8,Electrónica,Miguel Sánchez,Este,Tienda física,PayPal,Cliente_00156,5,1182.69,10.79,5275.39
2024-01-29,Impresora láser,Wearables,Carlos Gómez,Este,Online,Tarjeta de crédito,Cliente_00572,2,1128.75,19.08,1826.77
2024-07-01,Tablet T8,Wearables,Sofía Díaz,Este,Marketplace,Tarjeta de débito,Cliente_00799,3,1138.28,16.15,2863.34
2024-03-25,"Monitor 24""",Electrónica,Andrés Ruiz,Oeste,Tienda física,PayPal,Cliente_00161,5,842.4,7.23,3907.47
2024-06-03,Laptop Pro 15,Accesorios,Ana Rodríguez,Norte,Online,Tarjeta de débito,Cliente_00936,5,283.55,18.58,1154.33
